LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,PAY_AMT1,default payment next month
50000,2,2,1,34,10821,1221,0
300000,2,3,1,34,280823,11000,1
150000,2,1,2,31,390,390,1
50000,2,2,2,25,37647,0,1
50000,2,2,1,26,0,0,0
90000,2,1,2,25,84710,4000,0
50000,1,2,2,26,48036,2100,1
500000,2,2,2,43,43346,4006,0
470000,2,2,1,36,873,1005,0
230000,1,2,2,58,110163,5600,0
140000,2,2,2,26,4113,2000,0
230000,2,2,1,30,9636,1222,1
420000,2,2,2,31,25103,1509,0
30000,2,2,2,24,31319,1564,0
50000,2,2,2,52,43343,1300,1
140000,2,2,2,24,197,0,0
260000,2,2,1,35,7967,67650,0
90000,2,3,2,29,19450,0,0
240000,2,2,1,33,240878,10000,0
510000,2,1,2,35,2115,1117,0
110000,2,2,1,35,81665,2460,0
210000,2,1,2,28,11442,3738,0
220000,1,2,1,40,158,0,0
200000,2,1,1,35,2257,4266,0
360000,2,2,2,53,10733,15206,0
260000,1,1,2,44,316,316,0
20000,1,2,1,33,11026,1174,0
120000,2,2,1,32,113869,5498,0
50000,2,1,2,33,7363,39,0
60000,2,1,2,26,29649,0,0
200000,1,1,2,26,12716,16244,0
20000,1,2,2,26,1438,1261,0
50000,2,1,1,32,47858,2500,1
50000,2,2,2,31,0,0,0
230000,1,1,2,29,40732,5000,0
50000,1,2,1,27,819,2184,0
100000,2,1,2,28,79580,3790,1
210000,2,1,1,42,0,0,1
230000,2,2,1,32,87764,2630,1
500000,2,1,2,26,31421,22157,0
370000,2,1,2,38,929,328,0
230000,2,1,1,35,2648,200,0
80000,1,2,2,29,11894,1284,0
60000,2,2,2,29,55064,5000,0
30000,2,2,2,51,25382,1800,0
70000,1,1,2,27,-54,600,0
410000,1,1,2,32,5335,5400,0
280000,2,3,1,40,-288,0,0
50000,2,1,1,34,46750,2320,0
100000,2,2,1,30,97062,2800,0
230000,2,1,2,29,0,0,0
50000,2,1,2,22,13801,1372,0
100000,2,1,2,48,15355,3164,0
210000,2,2,1,35,37148,2000,0
400000,1,1,2,37,385,13032,0
20000,1,2,2,25,20610,0,1
50000,2,3,1,44,2000,780,0
230000,2,1,2,28,6666,6666,0
220000,1,2,2,29,31037,3050,0
300000,2,1,1,36,25239,1713,0
80000,2,2,2,23,998,6861,0
20000,2,3,2,36,16754,2400,1
190000,2,1,2,26,31061,1750,0
160000,2,2,0,37,2694,35888,0
120000,2,1,3,44,70096,8100,0
700000,2,1,1,39,99259,5000,0
140000,2,1,2,24,0,0,0
300000,2,3,1,29,24921,2000,0
120000,1,3,1,33,66055,3000,1
280000,2,2,1,39,213738,20300,0
70000,1,3,1,51,54968,0,1
20000,2,3,2,24,4101,507,0
150000,2,2,1,45,2605,2605,0
60000,1,1,2,30,15380,4147,0
200000,2,3,0,51,780,0,0
50000,2,2,2,24,48861,2000,1
150000,1,2,1,50,55336,5085,0
20000,2,1,2,22,20243,1410,0
40000,1,1,2,27,11058,2000,1
170000,2,2,2,33,0,7042,0
50000,2,2,1,24,27087,0,0
10000,1,2,2,37,8755,1167,0
200000,2,2,1,58,3035,199646,0
50000,2,2,1,48,20944,2360,0
320000,1,1,2,28,2007,2000,0
20000,2,3,1,24,24310,0,0
470000,2,2,1,27,152478,3001,1
230000,2,3,2,30,550,0,0
20000,2,1,2,23,17246,2000,0
30000,2,3,2,53,1598,2487,1
80000,2,2,2,23,22895,1600,0
110000,2,2,1,55,15069,1600,0
420000,1,2,1,34,88948,30000,0
500000,1,1,1,43,0,0,1
80000,2,2,2,22,79318,2000,0
350000,2,2,1,31,67648,3039,0
30000,2,2,1,32,0,0,0
110000,2,2,2,33,0,0,1
500000,1,3,1,39,315201,25000,0
490000,2,1,1,38,4290,4738,0
300000,2,2,1,34,205064,0,0
50000,1,2,3,42,47647,3700,1
150000,1,3,1,37,151117,6500,1
80000,2,3,1,57,726,0,0
40000,2,2,2,23,20035,2000,0
30000,1,2,2,32,29095,2500,0
50000,1,1,1,37,30400,500,0
140000,2,2,2,23,44733,2100,0
50000,2,3,2,49,4987,2000,0
30000,2,2,2,25,26957,1333,0
40000,2,1,2,29,26461,3400,1
100000,2,3,1,43,50485,2200,1
130000,1,2,2,29,131041,7000,0
20000,2,2,2,27,20218,1482,0
50000,1,1,2,26,0,0,0
260000,1,1,1,41,1086,3552,0
30000,2,3,2,52,2450,0,1
10000,2,2,1,31,15915,2330,0
200000,1,1,2,32,43515,1739,0
30000,2,2,1,46,28234,1484,0
180000,2,2,2,35,119333,6000,0
100000,1,1,2,35,29109,0,0
140000,2,2,1,39,105192,3000,0
290000,2,2,2,34,310403,12012,0
20000,2,2,3,52,14591,1265,0
80000,2,3,1,40,35660,2000,0
500000,2,3,1,38,13655,8351,0
180000,1,1,1,45,4453,3310,0
20000,2,3,1,40,2946,0,0
30000,2,2,1,25,30606,1800,0
150000,1,1,2,33,45335,6000,0
280000,2,2,2,27,5924,5174,0
50000,2,2,1,43,23587,1800,0
20000,2,2,1,43,15294,1300,0
200000,1,1,2,30,4935,0,0
210000,2,2,1,49,0,0,1
230000,2,1,2,38,224020,8750,0
50000,1,3,2,57,47917,1988,0
50000,1,3,2,55,51737,2930,1
70000,2,2,2,23,49605,3000,0
310000,1,1,2,30,1544,1300,0
180000,2,2,1,30,2488,13476,0
90000,2,2,2,24,24401,1454,0
390000,1,2,2,28,149445,8046,0
150000,2,3,1,34,772,340,0
400000,1,2,2,37,13611,3019,0
80000,2,2,1,32,28408,1259,0
320000,1,1,2,27,137574,6048,0
240000,2,2,1,37,238,0,1
200000,1,1,2,31,100,100,0
110000,1,1,3,55,92610,4500,1
170000,2,1,2,28,131864,5600,1
90000,2,3,3,51,11315,1212,1
200000,1,1,1,36,3877,11496,0
360000,1,1,2,30,0,2500,0
140000,2,1,1,36,4036,0,0
220000,1,2,2,25,168286,10000,0
100000,1,3,1,50,154970,0,0
80000,2,2,2,40,57364,2200,0
30000,2,2,2,27,27772,3136,0
50000,1,1,2,30,4187,2300,1
120000,2,2,2,26,22431,1500,0
50000,1,1,2,27,7010,3000,0
360000,2,1,2,27,79837,27465,0
90000,2,1,2,25,86014,8300,0
500000,1,1,2,32,386405,25016,0
140000,2,3,1,46,68075,3000,0
30000,1,3,1,45,17187,7900,0
70000,1,3,1,30,19882,1352,0
200000,1,1,1,39,0,0,0
350000,1,1,1,48,54969,2087,0
120000,1,1,2,32,0,0,1
240000,1,1,2,46,471814,16044,0
90000,2,1,2,23,22109,6000,0
260000,2,1,2,33,0,0,0
50000,2,1,2,24,27245,1800,0
110000,1,1,1,40,8481,4980,0
20000,2,1,2,24,1371,796,0
30000,2,2,2,24,27391,1767,0
180000,1,1,2,27,11392,3500,1
20000,1,2,1,46,5902,1122,0
50000,2,2,2,22,50342,1896,0
180000,2,1,2,36,10737,21197,0
200000,1,1,1,34,1242,4034,0
260000,2,2,2,24,68411,2500,0
320000,1,1,1,60,9955,3465,1
160000,2,2,2,29,1989,0,1
30000,1,2,2,32,7851,1500,1
50000,2,2,1,36,16906,1314,0
50000,1,2,2,30,21062,2000,0
90000,2,2,2,29,47585,10000,0
240000,1,1,2,34,11874,0,0
180000,2,2,1,32,15548,0,1
200000,2,2,1,32,5150,10190,0
50000,2,1,2,25,42543,1900,0
50000,1,2,1,44,1261,1261,0
330000,2,1,1,37,4785,3523,0
80000,2,2,2,24,1200,0,1
50000,2,2,2,23,3779,3955,0
360000,2,1,2,29,15854,1000,0
240000,2,2,1,37,219099,8131,0
50000,1,2,1,59,47069,2169,0
470000,1,2,2,33,190258,40012,0
160000,2,3,1,51,2000,0,0
30000,1,1,1,27,12897,2011,1
80000,2,2,1,32,81074,3700,0
500000,2,3,2,42,10889,29987,0
180000,1,2,2,39,3135,2833,0
110000,2,2,1,46,2410,2151,0
160000,1,1,1,41,117126,15315,0
210000,2,2,2,30,21780,1325,0
200000,2,1,1,34,6206,1120,1
350000,1,1,2,35,4439,33891,0
250000,1,1,2,41,1338,0,1
380000,1,1,2,43,8201,39,1
30000,1,2,2,47,396,396,0
200000,1,2,2,31,33781,3000,0
30000,1,2,2,30,27826,1600,0
50000,1,2,2,24,14937,3027,0
500000,1,1,1,36,294827,20007,0
30000,1,1,2,28,0,0,0
220000,2,1,1,36,996,4102,0
20000,2,2,1,27,42784,3000,0
180000,2,2,1,32,74189,2000,0
300000,1,1,1,42,11973,20979,1
130000,2,2,1,33,133461,7010,0
180000,2,3,1,39,10159,2710,1
150000,2,1,3,30,50,8589,0
140000,1,2,1,30,134203,5000,1
50000,2,2,2,22,49609,2100,0
20000,1,2,2,25,6174,2000,1
180000,1,1,2,28,666,662,0
180000,1,2,2,26,5591,1126,1
150000,2,3,1,54,148747,5500,0
70000,2,1,2,24,63903,3000,0
30000,1,2,2,29,34423,0,0
500000,1,1,2,36,45106,81690,1
60000,1,3,1,49,44801,3000,0
50000,2,1,2,23,49860,2500,0
130000,1,3,2,43,1018,6433,1
260000,2,2,1,33,134736,6067,0
380000,1,3,1,53,0,0,0
360000,2,2,2,25,286732,10792,0
50000,1,3,1,54,62847,2100,0
50000,2,3,1,39,58300,7876,0
260000,2,1,1,44,1215,0,1
80000,2,2,2,27,57376,2200,0
360000,2,1,2,25,279846,7004,1
290000,2,1,2,29,0,0,1
200000,1,1,2,39,-200,0,0
140000,1,1,1,45,39716,1600,0
360000,1,1,1,38,0,0,1
50000,2,2,2,23,780,0,1
120000,1,2,2,25,113348,0,0
100000,1,2,1,29,94453,3320,0
200000,2,2,1,28,81865,5000,0
90000,2,2,1,40,4989,0,0
360000,1,1,2,36,0,0,1
150000,2,3,2,30,456,9664,1
140000,1,1,2,29,2937,2024,0
200000,2,2,2,36,1371,4077,0
170000,2,2,1,37,166246,6700,0
30000,1,2,2,34,19785,5500,0
80000,2,1,2,27,80000,0,0
280000,1,1,2,31,164736,8833,0
410000,2,1,1,31,2744,2051,0
450000,1,1,2,38,29747,30323,0
80000,1,2,2,36,79148,2000,0
360000,1,1,1,46,92961,10125,0
130000,2,1,1,36,129689,5000,0
160000,2,1,2,26,2198,9155,1
140000,2,3,2,57,131795,6743,1
240000,2,3,1,40,-55,0,0
180000,2,3,0,45,4148,0,0
70000,1,1,3,57,69398,2667,0
150000,2,2,2,25,142827,5000,0
210000,2,3,1,37,138398,5000,0
200000,2,1,1,35,9918,1219,0
310000,1,2,2,33,4040,4068,0
180000,1,1,1,38,153099,7005,0
300000,1,2,2,31,62198,1600,0
450000,2,1,2,41,11343,75459,0
200000,1,1,2,33,-5,3470,0
30000,2,2,1,67,30374,0,1
400000,2,1,1,40,1107,3891,0
170000,1,1,2,33,764,1105,0
140000,2,1,2,31,652,0,1
200000,2,2,2,35,64195,3000,0
60000,2,2,3,39,-1540,0,0
60000,1,2,2,27,43356,0,1
150000,1,1,2,23,11109,78016,0
180000,1,3,1,54,149698,4834,1
50000,2,3,2,23,43979,2000,0
50000,1,3,2,24,2562,8769,0
20000,1,2,2,26,70,0,0
230000,2,2,2,52,1292,3951,1
110000,2,2,1,42,55349,2096,0
90000,2,1,2,36,90922,4273,0
20000,2,1,2,22,16233,5383,1
30000,2,1,2,23,26847,2500,0
220000,1,3,1,30,162105,10000,1
140000,2,3,2,24,42897,3821,1
300000,2,1,1,42,3000,3300,0
100000,1,2,1,49,34704,2011,0
110000,1,2,2,31,279,0,0
270000,2,3,2,33,10000,10000,0
30000,1,1,1,42,28033,1525,0
70000,1,3,2,41,70476,2700,0
230000,1,2,1,53,1350,0,0
20000,1,2,2,23,18852,1500,0
190000,2,1,2,33,115056,0,0
20000,2,2,1,29,15890,2000,0
80000,2,3,1,67,20255,6000,0
20000,1,3,1,33,20500,2191,1
60000,2,3,1,34,9928,1500,1
50000,1,2,1,49,10750,1507,0
280000,2,2,1,56,284204,10261,1
300000,1,1,1,42,120151,4229,0
30000,2,3,1,55,29278,1600,1
270000,2,2,1,25,21586,239104,0
100000,1,3,2,30,87579,4172,0
240000,1,2,2,43,291,291,1
200000,1,1,2,40,2159,1086,0
110000,2,1,2,35,32691,4500,0
230000,1,1,1,61,1477,3710,0
150000,2,2,1,44,390,5104,1
350000,1,1,2,33,148341,8405,0
360000,1,6,1,66,47615,75351,0
150000,2,2,2,40,-19,3913,0
100000,1,3,2,47,94925,3889,0
500000,1,1,2,27,204198,7434,0
500000,1,1,2,35,172041,58761,0
180000,2,3,1,47,316,316,0
400000,2,3,1,39,2384,3603,0
100000,2,2,2,29,61383,1908,0
10000,1,2,1,32,8425,0,0
60000,2,1,2,30,34735,0,0
50000,2,1,2,25,47054,2000,1
80000,2,2,2,23,57314,2145,0
110000,2,2,1,43,108616,9600,0
410000,2,2,1,41,354506,14600,1
260000,2,2,1,40,0,342,0
30000,2,3,1,35,28786,1500,0
310000,2,1,2,28,36513,2500,0
70000,2,2,2,38,22578,1397,0
250000,1,1,2,31,215316,6845,0
210000,1,3,1,29,198510,0,0
360000,1,2,1,41,0,0,1
50000,1,2,2,31,48657,0,0
670000,1,1,2,29,244663,10000,0
130000,1,1,2,26,2343,32322,0
170000,1,1,1,42,0,0,0
30000,1,3,2,29,390,0,0
110000,1,1,1,50,36802,2000,0
210000,2,3,2,46,5816,13,1
30000,2,2,2,24,24238,3462,1
260000,2,2,1,46,18256,2934,0
150000,2,3,2,28,1723,6876,0
20000,2,2,1,35,18648,0,1
380000,2,1,1,40,6614,49094,0
200000,2,1,1,41,7812,0,0
120000,2,2,1,47,1188,2512,0
80000,1,2,1,54,76962,4000,1
30000,2,2,2,33,31089,0,0
110000,1,2,2,29,83687,3900,0
50000,2,3,1,44,3424,155,0
90000,2,2,1,24,84148,5006,0
110000,1,1,2,33,12633,80004,0
50000,1,3,1,54,38607,2000,0
60000,1,1,2,27,11862,1861,0
150000,2,2,2,37,80463,3348,1
20000,1,1,2,24,18738,20,0
140000,2,3,1,54,-150,0,1
120000,2,2,1,34,-9,907,0
200000,2,2,2,40,176502,8000,1
20000,1,2,2,30,19977,2000,1
50000,1,2,2,26,48221,2571,0
200000,2,2,1,41,18012,1385,0
100000,2,2,2,29,75912,10000,0
300000,1,1,1,38,2285,0,0
500000,2,1,2,35,22369,14128,0
360000,2,2,1,52,2995,2406,0
160000,2,1,2,29,0,0,0
50000,2,2,2,23,47053,1842,1
230000,2,2,1,34,234328,8913,1
200000,2,2,2,34,0,3346,0
270000,1,1,1,44,256402,17944,0
50000,2,2,1,36,45159,4700,0
20000,1,2,2,28,15764,500,0
60000,2,2,2,31,59643,3200,0
50000,1,2,2,31,2522,0,0
50000,1,2,1,41,19339,1703,0
130000,2,3,1,44,109006,4500,0
230000,2,3,2,47,147300,10000,0
20000,1,2,2,25,3400,1000,0
30000,2,1,2,25,19801,3000,0
200000,2,1,1,39,8432,3746,0
140000,2,2,1,24,2515,0,0
100000,2,2,1,35,98845,4600,1
240000,1,2,1,32,127418,10400,1
70000,2,1,2,31,2400,0,1
360000,1,1,2,33,71195,0,0
140000,2,1,2,30,149389,0,0
50000,1,2,1,52,2072,0,0
210000,2,2,1,36,396,590,0
280000,1,1,2,30,191493,1000,0
180000,2,2,2,42,50420,2500,1
150000,2,1,2,30,10705,1000,0
20000,1,3,1,47,19739,0,0
350000,2,2,1,29,8760,5932,0
130000,2,1,2,23,3820,2640,0
470000,1,3,1,39,0,0,0
340000,2,2,1,48,4052,0,0
80000,1,2,2,26,77389,0,0
70000,1,1,2,33,70524,2500,0
230000,2,2,1,44,5990,1677,0
180000,2,2,1,36,21494,5000,0
210000,2,2,1,39,26749,14000,0
20000,1,2,2,24,780,0,0
140000,2,2,2,25,137606,6000,0
200000,1,1,2,52,115702,5517,0
50000,2,3,1,59,47822,2009,0
80000,2,1,2,23,3526,6687,0
30000,2,3,2,48,1445,2000,0
140000,2,1,2,28,9305,4800,1
80000,1,3,1,62,1262,1642,0
220000,2,3,1,38,20000,3450,0
180000,2,1,2,32,666,666,0
140000,2,2,1,29,81764,20167,1
180000,1,2,2,25,10022,3000,1
50000,2,2,2,35,14536,1700,0
170000,2,2,2,27,97474,2932,0
50000,1,2,2,38,50958,2042,0
50000,1,2,2,24,49144,1500,0
300000,1,2,1,29,1874,0,0
390000,2,1,2,27,386301,17000,0
90000,2,2,1,55,81998,4003,1
200000,2,1,2,29,194241,12000,0
460000,1,1,2,29,410033,16088,0
10000,1,2,2,23,3714,1104,0
20000,1,2,1,30,1261,2835,1
50000,2,2,1,50,1232,1846,0
480000,2,2,1,38,90258,30000,0
180000,2,1,2,24,169263,8000,0
240000,2,1,2,29,3093,2000,0
250000,1,1,2,38,584,3307,0
270000,2,2,2,34,381,3406,1
200000,1,1,1,37,123337,11202,0
100000,2,3,1,66,100036,4702,0
160000,2,1,1,39,710,666,0
80000,2,2,1,45,81841,4100,0
130000,1,2,1,44,29547,0,0
340000,2,3,2,44,142836,7000,1
360000,1,1,1,36,0,394,0
120000,2,3,1,40,108300,5000,0
120000,1,1,2,29,30101,2000,0
300000,2,1,2,48,247279,10005,0
60000,2,2,2,23,2516,0,0
210000,2,2,1,50,106724,4037,0
210000,2,2,1,29,209807,5088,1
70000,2,3,1,49,21024,1400,1
200000,1,2,1,33,50612,10023,0
230000,2,2,1,51,51802,3000,1
20000,1,3,1,23,3675,19316,1
210000,2,1,1,37,211749,7000,0
160000,2,3,2,26,390,390,0
290000,2,1,1,30,1312,1318,1
80000,2,3,1,26,63677,2000,0
360000,1,1,2,43,4134,2134,0
230000,1,1,2,32,164634,7326,0
360000,1,3,1,54,16230,0,0
340000,2,1,1,30,351828,30076,0
50000,2,1,2,22,8537,1200,0
80000,1,2,2,38,89394,5000,0
50000,2,2,2,24,97043,2000,0
30000,2,1,2,24,3019,1479,0
210000,1,1,2,26,1360,0,0
150000,2,2,1,42,3260,2270,1
20000,1,2,2,21,20297,1240,0
20000,1,3,2,22,19624,1000,1
240000,2,3,1,41,5325,5,0
500000,2,2,1,50,16984,87004,0
90000,2,2,1,23,12770,2500,1
50000,1,3,2,46,50131,1388,0
50000,2,2,2,22,50834,2200,1
680000,1,1,2,37,18314,2700,0
50000,1,1,1,47,45717,3000,0
100000,2,2,1,40,326,326,0
280000,2,1,2,30,270276,11000,0
30000,1,2,2,54,26278,1700,1
50000,1,2,2,27,23901,4146,1
60000,1,1,1,33,8308,7565,0
120000,1,2,1,57,118709,5000,1
80000,2,2,1,35,2890,9796,0
500000,1,1,1,45,140,94,0
70000,2,3,1,32,18317,0,0
160000,2,2,1,45,0,0,0
100000,2,3,1,50,110537,0,1
10000,1,3,2,35,7877,1174,0
90000,1,1,2,26,10750,100,0
170000,1,1,1,39,74298,7000,1
90000,2,2,2,35,2667,2667,0
180000,2,3,2,42,67414,10000,0
350000,2,1,1,52,2400,0,1
270000,1,2,2,35,225400,9000,0
200000,2,1,2,29,65935,1011,1
20000,2,1,2,22,15829,1600,0
100000,1,2,2,30,44953,3000,0
290000,1,1,1,46,194301,10744,0
70000,1,3,2,28,68970,0,0
230000,1,1,2,26,416,371,0
180000,2,1,2,28,950,4369,0
210000,1,1,2,33,291,291,0
50000,1,1,2,24,49946,0,0
150000,1,1,2,37,45000,3000,0
380000,1,2,1,50,385662,12020,1
50000,1,2,1,44,45335,1524,0
150000,2,3,1,43,264,1000,1
220000,1,2,2,29,122286,5008,0
80000,2,5,2,27,45268,2600,0
220000,2,2,1,32,194961,7200,0
70000,2,2,2,34,24208,1500,0
120000,1,2,2,37,16241,1000,1
180000,2,2,2,32,20730,1582,0
50000,2,3,1,57,49017,2500,0
10000,2,2,3,46,9532,0,0
370000,2,1,1,53,21160,8162,0
20000,2,1,2,26,10658,1072,0
150000,1,2,1,34,132214,4414,0
20000,1,1,2,26,416,416,1
480000,2,2,1,54,17189,6026,0
50000,1,3,2,26,25060,2000,0
170000,1,2,2,31,24581,1728,0
400000,2,2,2,30,-200,0,0
200000,2,1,2,31,38635,3031,0
360000,1,1,2,34,0,0,0
140000,2,5,2,36,91226,4182,0
260000,1,3,1,34,12071,2114,0
440000,2,2,2,26,96190,3513,0
500000,1,2,1,43,12200,1518,0
230000,2,2,1,29,64982,3000,0
470000,1,2,1,41,13780,12300,0
20000,2,3,1,48,14589,2700,1
210000,2,2,2,24,108491,5800,0
20000,2,1,2,23,6733,0,0
20000,2,3,1,53,12197,1600,0
200000,2,2,1,34,-2,760,0
250000,2,2,2,36,6220,27225,1
300000,1,2,2,41,34480,1472,0
320000,2,1,2,30,113801,5017,0
50000,1,2,2,29,37170,0,0
200000,2,2,1,34,6626,2476,0
80000,2,1,2,29,16936,1303,1
70000,1,2,1,37,10323,0,1
60000,1,3,2,36,56807,0,0
10000,2,3,2,22,10012,2452,1
50000,2,3,2,30,50332,4210,0
140000,1,2,2,26,133572,6169,1
30000,1,2,2,25,7160,1300,0
190000,1,2,1,49,435,435,0
70000,2,1,2,23,853,3128,0
330000,2,2,1,28,390,0,0
110000,2,2,2,24,6470,2654,0
270000,1,3,1,47,165303,6200,0
160000,1,2,1,31,26295,1500,1
20000,1,2,2,24,18937,0,0
320000,1,2,2,32,21460,3000,0
430000,1,1,2,31,29860,10000,0
50000,2,1,1,37,8014,1200,0
140000,1,2,1,48,1600,5012,1
500000,1,2,1,49,4214,6378,0
80000,1,3,1,45,26637,1490,0
390000,2,1,1,34,0,0,0
250000,2,1,1,43,17454,24890,0
390000,2,1,2,31,6466,6266,0
100000,2,1,1,35,57612,2134,0
360000,2,1,1,42,179851,10005,0
140000,1,1,2,36,-5,1140,0
110000,1,2,1,51,45964,2000,0
170000,1,3,1,48,316,316,0
170000,1,2,1,48,137823,5396,0
180000,2,2,2,25,4745,1257,0
140000,1,2,1,41,109326,5600,0
20000,2,2,1,49,13882,2018,0
150000,1,1,2,28,0,0,0
50000,2,2,2,28,48072,2518,0
160000,2,2,1,38,0,0,1
80000,1,2,1,41,3153,1013,0
300000,2,3,2,29,-140,28232,1
60000,2,3,2,32,62552,1500,0
70000,2,2,2,26,42583,2000,1
290000,2,1,2,31,632,0,0
80000,2,1,2,23,8766,1600,0
50000,2,3,1,53,0,0,1
200000,2,3,2,49,7697,20071,0
200000,2,1,1,34,267,6817,0
50000,2,1,2,22,586,297,1
20000,2,2,2,26,1041,10758,0
200000,1,1,1,38,6186,735,1
120000,2,1,2,35,77785,0,0
220000,2,2,1,49,172184,7583,0
630000,1,1,2,40,440474,18000,0
300000,2,1,2,34,19357,5032,0
10000,2,2,2,49,8184,0,1
50000,1,2,2,29,0,0,0
280000,2,1,1,39,7791,1000,1
130000,1,1,2,30,4536,1161,0
30000,2,3,1,28,23182,2000,0
50000,2,2,1,27,9877,1140,0
70000,2,3,1,38,24758,1273,0
80000,1,2,2,29,41815,2100,0
20000,2,2,1,22,16726,3000,1
390000,1,1,1,41,495559,10218,0
470000,2,2,2,32,147113,5000,0
240000,2,2,2,30,7818,9434,0
140000,2,1,2,29,14943,2888,0
260000,2,2,1,37,244738,12000,1
150000,2,1,2,25,191,1964,0
120000,1,1,1,46,14682,3200,0
20000,2,2,1,47,18021,1280,0
260000,2,4,2,42,399,2101,0
50000,1,3,2,22,42678,1500,1
180000,2,2,2,27,126195,6000,0
310000,2,5,1,35,10350,0,0
360000,1,2,1,44,5101,9419,0
180000,2,2,2,30,14445,1500,0
270000,2,1,1,42,1250,0,0
70000,1,1,2,28,67857,3000,0
50000,1,2,2,24,2155,0,0
30000,2,3,2,50,0,0,0
50000,2,2,1,54,11351,1150,0
350000,1,2,1,37,325,294,0
200000,1,1,1,58,192461,7822,0
80000,1,3,2,26,71661,0,0
60000,2,2,1,31,47000,3000,0
30000,1,1,1,52,15743,1300,0
110000,2,1,2,36,108316,4600,0
300000,2,1,2,27,42189,83754,0
50000,2,3,1,22,22854,9000,0
500000,1,1,2,39,2450,11833,0
360000,1,1,2,36,356913,210000,0
20000,2,2,1,39,14112,3520,0
220000,1,1,1,39,75190,100000,0
20000,2,2,2,22,11192,5000,0
60000,1,2,1,37,30381,366,1
170000,2,1,2,30,1560,1000,0
200000,2,2,1,26,47236,1800,0
20000,2,1,2,23,19990,1438,0
140000,2,3,2,23,67505,2000,0
330000,2,1,2,35,1663,0,0
180000,2,2,2,24,108580,0,1
360000,2,2,1,35,5157,1012,0
20000,1,3,1,51,14815,1264,0
50000,2,1,2,23,34422,1544,0
100000,2,2,1,25,20755,2000,0
30000,1,2,1,36,30573,0,0
70000,2,2,1,44,4221,2500,1
470000,1,1,2,33,5613,11606,0
300000,2,1,1,36,8385,27,0
300000,2,1,1,45,6608,10017,1
200000,2,1,2,26,2179,6440,0
150000,2,2,1,41,79021,4023,0
220000,2,2,2,25,165040,6809,1
420000,1,1,2,31,1569,565,0
210000,2,2,2,45,467,2050,0
450000,1,3,1,58,8940,6271,0
30000,1,2,1,38,184,1522,0
240000,1,2,1,30,2816,7608,0
420000,2,2,2,25,28206,100000,0
60000,2,1,2,25,57174,3000,0
30000,2,3,2,24,4882,14630,0
80000,2,1,2,29,2673,0,0
50000,1,2,2,37,48206,2120,0
230000,1,3,2,27,19200,10000,0
200000,1,1,2,31,6618,1900,0
230000,2,2,2,28,12218,6000,0
130000,2,2,2,24,122750,4966,0
200000,2,3,2,27,0,0,0
90000,2,1,2,33,80919,9000,0
120000,1,1,2,27,316,316,0
200000,1,1,2,42,470,740,0
20000,2,2,2,32,17757,0,0
210000,2,1,1,37,76089,3700,1
80000,2,2,2,44,80610,6502,0
50000,2,1,1,29,50486,2200,0
70000,2,2,1,42,50886,2200,1
230000,1,2,2,32,189567,9000,1
20000,1,2,2,52,17420,2000,0
30000,1,2,2,44,21043,1196,0
100000,1,1,2,31,33752,0,1
80000,2,1,2,29,81337,2842,1
210000,1,2,2,33,187610,8500,0
50000,1,2,2,54,48153,0,0
130000,2,2,2,23,133622,4752,0
70000,2,1,2,24,48432,5000,0
210000,2,1,1,33,17420,1236,0
100000,1,3,1,44,780,0,1
200000,1,3,0,51,3556,5020,0
40000,1,1,2,24,28926,0,1
80000,2,2,2,25,69602,0,0
210000,2,1,1,37,0,732,1
20000,2,2,2,23,7186,8060,0
10000,1,3,2,34,8813,2148,0
60000,2,3,1,50,61600,3300,1
40000,2,2,1,25,11273,1520,0
290000,2,1,2,33,413,486,1
50000,1,2,1,54,1583,2134,0
20000,1,2,2,25,17384,1500,0
30000,1,2,2,26,33195,1600,0
20000,1,2,1,32,17104,1613,0
50000,2,3,3,43,24443,1800,0
500000,1,2,1,42,-984,4500,1
90000,2,3,2,24,595,207,1
10000,1,2,2,26,15147,2234,0
50000,2,2,1,37,1050,0,1
120000,1,1,2,36,24466,4500,0
200000,2,1,2,27,157607,7194,0
300000,2,2,1,50,8924,3131,0
90000,2,2,2,24,17524,5000,0
90000,1,2,1,27,70482,2580,0
140000,2,1,2,23,0,0,1
180000,2,2,1,39,1081,148,0
360000,1,1,1,39,1761,2816,0
160000,2,3,2,29,0,0,1
100000,1,1,1,45,10529,2688,0
20000,1,2,2,21,19277,5000,1
360000,1,1,1,36,40434,2000,0
230000,1,2,2,39,326,652,0
110000,2,3,2,29,101006,5300,1
210000,1,2,2,37,142149,6534,0
200000,1,2,2,26,1747,12957,0
50000,1,2,2,44,27560,1159,0
210000,2,1,2,30,0,0,1
280000,1,1,2,31,-32,0,0
500000,1,2,1,40,94585,2659,0
30000,2,1,2,25,3924,1099,0
340000,2,2,1,36,167474,7106,0
360000,1,1,2,32,389,389,0
70000,2,1,2,22,71358,3280,0
20000,2,2,3,44,2400,0,1
230000,1,1,2,32,44734,10120,0
60000,1,2,1,41,48979,5070,0
50000,1,1,2,28,49828,2121,1
50000,2,1,2,29,10532,2800,1
130000,2,4,2,28,36108,3000,0
160000,1,3,2,52,155684,6525,0
60000,2,3,2,48,43533,1700,0
160000,1,2,2,43,12458,7545,0
180000,2,1,2,25,23800,1246,0
